,Datetime,Content ID,Content Type,Category Type,Reaction Type,Sentiment Type,Score
52,28-03-2021 21:15,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,negative,0
53,25-05-2021 01:00,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,negative,5
54,15-03-2021 12:17,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,positive,50
55,05-05-2021 16:26,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
57,16-06-2021 03:02,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,positive,60
58,07-07-2020 10:52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,neutral,20
59,20-08-2020 07:59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,neutral,35
60,23-09-2020 11:15,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,positive,65
61,24-03-2021 05:56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,positive,50
63,07-12-2020 19:13,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
64,03-08-2020 16:41,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,positive,75
65,10-01-2021 15:36,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
66,20-09-2020 08:48,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,negative,15
67,20-07-2020 14:06,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,positive,70
68,24-10-2020 12:15,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
69,06-06-2021 01:27,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
70,25-12-2020 00:09,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
71,14-06-2021 07:56,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,positive,50
73,18-11-2020 23:37,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
74,09-05-2021 02:42,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
75,11-05-2021 08:38,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
76,12-11-2020 08:00,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,neutral,35
77,21-06-2020 16:57,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
78,04-03-2021 23:58,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,positive,75
79,09-07-2020 16:47,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,positive,70
80,01-08-2020 19:16,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,negative,5
81,23-11-2020 22:46,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
83,23-04-2021 23:41,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,negative,10
84,13-11-2020 00:33,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,positive,70
85,09-06-2021 10:13,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
86,29-10-2020 19:41,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,positive,65
87,14-05-2021 12:47,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,positive,60
88,04-08-2020 05:40,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,negative,0
89,07-08-2020 04:09,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
90,23-10-2020 21:19,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
91,14-11-2020 23:53,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,positive,72
93,12-11-2020 04:54,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,positive,30
95,03-04-2021 12:17,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,negative,12
96,27-09-2020 22:15,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,positive,70
97,27-10-2020 05:45,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,positive,60
98,15-10-2020 09:11,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,negative,15
99,07-05-2021 09:16,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,positive,60
100,16-09-2020 08:39,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,negative,5
101,29-10-2020 15:38,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,neutral,20
103,24-05-2021 18:03,01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,negative,15
128,12-02-2021 16:37,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,positive,70
129,28-04-2021 15:22,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
130,24-01-2021 00:38,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,positive,45
131,18-03-2021 01:53,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
132,14-01-2021 07:21,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
133,23-12-2020 04:11,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
134,21-05-2021 07:23,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
135,28-03-2021 23:25,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,positive,50
136,16-09-2020 07:33,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,neutral,35
138,06-03-2021 05:23,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
139,13-01-2021 23:35,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
140,06-09-2020 22:35,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
141,24-06-2020 09:31,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
142,07-02-2021 21:39,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
143,21-01-2021 18:28,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,positive,45
144,27-02-2021 00:21,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,negative,10
145,22-08-2020 12:06,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
146,03-08-2020 06:29,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,positive,70
148,04-06-2021 04:57,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
149,21-10-2020 09:07,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,positive,75
150,26-12-2020 19:46,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,negative,10
151,02-03-2021 22:47,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
152,31-03-2021 09:48,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,neutral,20
153,14-06-2021 13:44,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
154,27-12-2020 17:04,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
155,11-02-2021 03:51,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
156,07-12-2020 19:07,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
158,26-10-2020 05:27,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
159,26-09-2020 18:43,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,negative,12
160,25-11-2020 13:01,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,negative,15
161,11-07-2020 05:51,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
162,19-03-2021 16:23,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
163,11-10-2020 18:31,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,positive,30
164,02-11-2020 20:15,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,positive,60
165,01-10-2020 03:35,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,positive,70
166,11-02-2021 20:10,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,negative,0
168,17-10-2020 11:46,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,negative,5
169,09-08-2020 19:41,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,positive,50
170,01-02-2021 02:40,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,positive,65
171,30-01-2021 09:36,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,positive,72
173,31-03-2021 15:24,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,positive,70
174,05-02-2021 17:00,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,positive,75
175,19-02-2021 16:29,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,positive,60
176,25-07-2020 00:00,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,negative,12
178,13-07-2020 02:38,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,positive,72
179,13-01-2021 13:11,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,neutral,20
180,02-01-2021 16:46,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,negative,12
181,26-11-2020 02:25,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,positive,45
182,25-08-2020 19:18,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,positive,70
183,01-02-2021 00:15,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,negative,5
184,04-06-2021 14:36,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,positive,65
185,19-08-2020 13:38,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,positive,72
186,22-04-2021 02:08,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,positive,70
188,15-08-2020 18:16,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,positive,50
189,26-11-2020 13:42,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,positive,65
191,14-04-2021 00:56,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,positive,70
192,21-07-2020 21:27,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,neutral,20
193,29-03-2021 06:57,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,negative,10
194,20-05-2021 16:11,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,positive,70
195,02-11-2020 06:09,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,positive,50
196,24-10-2020 15:37,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,neutral,20
197,07-09-2020 14:42,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,positive,60
198,04-03-2021 02:46,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,negative,15
199,07-01-2021 14:08,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,positive,72
201,27-03-2021 04:56,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,positive,50
202,21-11-2020 21:25,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,positive,45
203,22-08-2020 01:25,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,positive,70
204,14-06-2021 11:45,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,neutral,35
205,15-07-2020 19:28,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,negative,12
206,21-03-2021 14:39,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,positive,45
207,07-04-2021 03:15,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,super love,positive,75
208,24-04-2021 06:56,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,positive,70
209,30-09-2020 14:05,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,positive,60
211,21-01-2021 07:08,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,negative,15
212,31-01-2021 13:48,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,negative,15
213,24-12-2020 03:24,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,negative,5
214,27-05-2021 01:44,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,negative,0
215,13-02-2021 04:14,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,negative,0
216,14-07-2020 04:36,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,positive,72
217,15-07-2020 16:03,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,negative,10
218,08-10-2020 17:23,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,positive,50
219,12-11-2020 23:55,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,positive,60
221,09-07-2020 08:58,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,positive,45
222,26-06-2020 23:45,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,positive,72
223,20-11-2020 13:18,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,negative,12
224,29-05-2021 21:34,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,positive,50
225,22-02-2021 02:48,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,neutral,20
226,07-01-2021 18:39,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,negative,15
227,01-10-2020 15:10,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,positive,72
228,21-11-2020 08:24,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,negative,5
229,15-04-2021 13:50,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,negative,15
231,01-12-2020 15:06,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,positive,70
232,07-11-2020 00:47,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,negative,15
258,13-09-2020 11:24,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,positive,70
259,28-01-2021 21:06,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,negative,12
260,20-01-2021 01:15,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,indifferent,neutral,20
261,03-09-2020 01:15,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,positive,75
262,09-01-2021 10:46,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,negative,12
263,19-09-2020 22:29,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,indifferent,neutral,20
264,29-05-2021 07:21,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,positive,75
265,15-05-2021 19:04,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,negative,12
266,15-08-2020 12:27,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,positive,45
268,15-02-2021 03:32,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35
269,29-03-2021 19:03,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,scared,negative,15
270,29-07-2020 10:40,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,scared,negative,15
271,08-05-2021 13:47,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,negative,5
272,06-11-2020 02:36,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,positive,60
273,25-07-2020 16:31,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,positive,75
274,04-12-2020 00:56,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,worried,negative,12
275,22-09-2020 02:08,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,positive,75
276,05-07-2020 05:50,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,negative,5
278,11-01-2021 06:02,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,positive,60
279,28-02-2021 07:51,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,want,positive,70
280,06-12-2020 13:45,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,positive,45
281,05-05-2021 09:54,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35
282,27-08-2020 18:36,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,interested,positive,30
283,15-10-2020 01:29,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,positive,60
284,15-01-2021 11:33,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35
285,01-03-2021 20:26,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,intrigued,positive,45
286,28-11-2020 02:11,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35
288,30-12-2020 13:37,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,positive,70
289,14-02-2021 21:15,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,super love,positive,75
290,27-03-2021 20:07,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,positive,70
291,23-08-2020 07:38,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,dislike,negative,10
292,09-11-2020 08:23,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,heart,positive,60
293,12-05-2021 20:45,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,negative,5
294,15-04-2021 13:23,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,negative,5
295,16-08-2020 22:58,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35
296,11-09-2020 16:22,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,negative,0
298,13-12-2020 15:59,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,cherish,positive,70
299,03-12-2020 08:08,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,dislike,negative,10
300,13-10-2020 16:31,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,negative,0
301,04-12-2020 10:04,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,want,positive,70
302,25-01-2021 11:00,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,neutral,35
303,04-05-2021 19:40,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,hate,negative,5
304,23-07-2020 19:31,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,negative,0
306,06-01-2021 06:08,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,love,positive,65
307,21-10-2020 03:48,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,negative,12
308,23-02-2021 22:36,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,negative,12
309,26-01-2021 01:00,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,positive,75
310,18-12-2020 14:07,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,neutral,35
311,23-05-2021 23:27,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,neutral,20
312,31-10-2020 03:17,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,worried,negative,12
313,20-02-2021 20:02,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,indifferent,neutral,20
314,28-10-2020 13:14,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,super love,positive,75
316,08-12-2020 13:12,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,negative,0
317,04-11-2020 21:06,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,negative,15
318,24-08-2020 13:48,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,scared,negative,15
319,05-01-2021 13:15,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,negative,0
320,28-02-2021 09:21,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,adore,positive,72
321,22-09-2020 04:09,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,dislike,negative,10
322,08-11-2020 02:43,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,negative,0
323,26-10-2020 11:48,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,love,positive,65
324,04-11-2020 14:58,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,heart,positive,60
326,07-03-2021 06:31,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,peeking,neutral,35
327,17-06-2021 23:27,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,intrigued,positive,45
328,27-07-2020 23:54,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,intrigued,positive,45
329,19-04-2021 01:45,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,disgust,negative,0
330,05-10-2020 13:55,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,like,positive,50
